# ungefähr 20 % der Original-Daten 
# Quelle: https://www.kaggle.com/datasets/wspirat/poland-used-cars-offers/data
# nachbearbeitet
Marke,Modell,Preis [Zloty],Kilometerstand [km],Getriebe,Hubraum [cm3],Kraftstoff,Stadt,Region,Jahr,Alter
volkswagen,Volkswagen Touran,14900.0,290000,Automatik,1968.0,Diesel,Leszno,Wielkopolskie,2007,17
volkswagen,Volkswagen Golf V 2.0 SDI Comfortline,9500.0,255000,Schaltwagen,1984.0,Benzin,Kluczbork,Opolskie,2001,23
opel,Opel Astra 1.6 CDTI Essentia S&S,47500.0,88000,Schaltwagen,1956.0,Diesel,Warszawa,Mazowieckie,2015,9
land-rover,Land Rover Range Rover Evoque,274990.0,5,Automatik,1999.0,Diesel,Łódź,Łódzkie,2022,2
jeep,Jeep Grand Cherokee 4.7 Limited,32000.0,239000,Automatik,5210.0,Benzin+LPG,Warszawa,Mazowieckie,1995,29
peugeot,Peugeot 3008 1.6 Allure,28500.0,266787,Schaltwagen,1560.0,Diesel,Tuliszków,Wielkopolskie,2007,17
nissan,Nissan Micra 1.2 Visia AC/CD,5999.0,200000,Schaltwagen,1240.0,Benzin,Świnoujście,Zachodniopomorskie,2004,20
peugeot,Peugeot 3008,9900.0,124524,Schaltwagen,1598.0,Benzin,Ostrzeszów,Wielkopolskie,2014,10
bmw,BMW Seria 5 520d MHEV M Sport sport,139898.0,127193,Automatik,1995.0,Diesel,Rybnik,Śląskie,2018,6
volkswagen,Volkswagen ID.4,285620.0,1,Automatik,2967.0,Diesel,Modlniczka,Małopolskie,2023,1
mercedes-benz,Mercedes-Benz CLS 350 BlueTEC 7G-TRONIC,38900.0,92000,Automatik,3498.0,Benzin,Wągrowiec,Wielkopolskie,2014,10
mercedes-benz,Mercedes-Benz Klasa S 400 d 4-Matic AMG Line 9G-TRONIC,640000.0,1,Automatik,2999.0,Benzin,Warszawa,Mazowieckie,2023,1
opel,Opel Zafira 2.0 CDTI Elite,62900.0,45026,Automatik,1364.0,Benzin,Gdynia,Pomorskie,2019,5
kia,Kia Ceed,102690.0,6300,Schaltwagen,998.0,Benzin,Łódź,Łódzkie,2021,3
skoda,Skoda Kodiaq 2.0 TSI 4x4 Business DSG,131000.0,79457,Automatik,1984.0,Benzin,Warszawa,Mazowieckie,2017,7
ford,Ford Focus 1.5 TDCi SYNC Edition,41900.0,240000,Schaltwagen,2198.0,Diesel,Skępe,Kujawsko-pomorskie,2015,9
fiat,Fiat Grande Punto Actual 1.4 8V Actual Dualogic Euro5,16900.0,188000,Automatik,1368.0,Benzin,Radomice,Świętokrzyskie,2009,15
honda,Honda Civic 1.8 Sport,24800.0,278000,Schaltwagen,1798.0,Benzin,Czarna,Mazowieckie,2007,17
toyota,Toyota Corolla 1.8 Hybrid Comfort,95900.0,39980,Automatik,2487.0,hybrid,Józefów,Mazowieckie,2020,4
renault,Renault Megane,53000.0,80000,Schaltwagen,2299.0,Diesel,Katowice,Śląskie,2019,5
mazda,Mazda CX-3 2.0 Skypassion,71899.0,121443,Schaltwagen,1998.0,Benzin,Gdynia,Pomorskie,2016,8
skoda,Skoda Superb Combi 1.8 TSI DSG Elegance,42000.0,170000,Automatik,1798.0,Benzin,Białystok,Podlaskie,2013,11
peugeot,Peugeot 508,97000.0,61080,Automatik,1199.0,Benzin,Łódź,Łódzkie,2017,7
volkswagen,Volkswagen Touareg 3.0 V6 TDI DPF Tiptr,14898.0,275821,Automatik,2500.0,Diesel,Komorniki,Dolnośląskie,2005,19
dodge,Dodge Caliber 2.0 CRD SXT,15900.0,141318,Schaltwagen,1798.0,Benzin,Płock,Mazowieckie,2009,15
jeep,Jeep Compass 2.2 CRD 4x4 Limited,36500.0,121000,Schaltwagen,3778.0,Benzin,Fabianów,Wielkopolskie,2011,13
renault,Renault Kadjar,73000.0,93200,Schaltwagen,1197.0,Benzin,Piaseczno,Mazowieckie,2017,7
fiat,Fiat Freemont 2.0 Multijet 16V DPF Automatik Allrad Black Code,55800.0,196000,Automatik,1956.0,Diesel,Paczków,Opolskie,2015,9
lancia,Lancia Ypsilon,12500.0,120562,Schaltwagen,875.0,Benzin,Bielany Wrocławskie,Dolnośląskie,2011,13
peugeot,Peugeot 508 2.0 BlueHDi GT Line S&S EAT8,129000.0,169000,Automatik,1499.0,Diesel,Radomsko,Łódzkie,2019,5
renault,Renault Koleos 2.0 dCi Expression,35900.0,167600,Schaltwagen,1461.0,Diesel,Kraków,Małopolskie,2011,13
bmw,BMW Seria 3 320i Advantage,85900.0,74000,Automatik,2993.0,Diesel,Mysłowice,Śląskie,2019,5
opel,Opel Adam,36900.0,110000,Schaltwagen,1364.0,Benzin,Brodowo,Wielkopolskie,2016,8
peugeot,Peugeot 508 2.0 HDi Active,24900.0,118000,Schaltwagen,1560.0,Diesel,Nieborowice,Śląskie,2014,10
bmw,BMW Seria 1 118i M Sport,154900.0,5,Automatik,2993.0,Benzin,Radom,Mazowieckie,2023,1
bmw,BMW Seria 5 530d xDrive M Sport sport,204000.0,94500,Automatik,1995.0,Diesel,Piaseczno,Mazowieckie,2019,5
opel,Opel Insignia,79900.0,25793,Automatik,1956.0,Diesel,Jawornik,Małopolskie,2019,5
mercedes-benz,Mercedes-Benz Klasa E 320 CDI Elegance,25900.0,186000,Automatik,5461.0,Benzin+LPG,Warszawa,Mazowieckie,2007,17
volvo,Volvo V60 D3 Drive-E Summum,80900.0,139000,Schaltwagen,1969.0,Diesel,Janki,Mazowieckie,2019,5
renault,Renault Megane 1.4 RL Eco,1900.0,176267,Schaltwagen,1598.0,Benzin+LPG,Zielonki,Małopolskie,1999,25
ford,Ford Mondeo 1.6 TDCi ECOnetic Silver X (Amb.),34900.0,195000,Schaltwagen,1560.0,Diesel,Rzeszów,Podkarpackie,2014,10
opel,Opel Meriva 1.3 CDTI Essentia ecoFLEX S&S,17999.0,137000,Schaltwagen,1598.0,Benzin,Olsztyn,Warmińsko-mazurskie,2014,10
volkswagen,Volkswagen Passat 2.0 TDI Highline,40900.0,150000,Schaltwagen,1422.0,Diesel,Poznań,Wielkopolskie,2014,10
bmw,BMW Seria 5 520d xDrive mHEV M Sport sport,262500.0,5500,Automatik,1998.0,hybrid,Libertów,Małopolskie,2022,2
volkswagen,Volkswagen Caddy,55000.0,106000,Schaltwagen,1598.0,Diesel,Kraków,Małopolskie,2019,5
seat,Seat Mii 1.0 Entry,24800.0,107000,Schaltwagen,1598.0,Diesel,Słomniki,Małopolskie,2015,9
volkswagen,Volkswagen Golf VI 1.6 TDI Highline,18000.0,200000,Schaltwagen,1390.0,Benzin,Warszawa,Mazowieckie,2010,14
volkswagen,Volkswagen Golf VI 1.6 TDI BlueMot Comfortline,34900.0,153270,Schaltwagen,1390.0,Benzin,Kostrzyn,Wielkopolskie,2011,13
hyundai,Hyundai I30 1.6 Automatik Comfort,34900.0,190000,Automatik,1591.0,Benzin,Warszawa,Mazowieckie,2012,12
bmw,BMW iX xDrive50,597700.0,29800,Automatik,1995.0,Diesel,Lubicz Dolny,Kujawsko-pomorskie,2021,3
hyundai,Hyundai I30 1.6 CRDi Premium,23900.0,100000,Schaltwagen,998.0,Benzin,Ponętów Dolny,Wielkopolskie,2017,7
opel,Opel Vivaro 2.0 CDTI L1H1,23500.0,286000,Schaltwagen,1956.0,Diesel,Węgrów,Mazowieckie,2009,15
renault,Renault Vel Satis 3.0 dCi Privilege,6000.0,284000,Automatik,1998.0,Benzin+LPG,Wołów,Dolnośląskie,2004,20
toyota,Toyota Land Cruiser 4.7 V8,56000.0,194563,Automatik,1998.0,Benzin,Krzywaczka,Małopolskie,2003,21
toyota,Toyota Corolla,114900.0,48463,Automatik,1987.0,hybrid,Kielce,Świętokrzyskie,2020,4
peugeot,Peugeot 806,3900.0,175000,Schaltwagen,1361.0,Benzin,Ożarów Mazowiecki,Mazowieckie,1999,25
mercedes-benz,Mercedes-Benz CLS,44900.0,180000,Automatik,2987.0,Diesel,Bilcza,Świętokrzyskie,2010,14
mitsubishi,Mitsubishi Space Star,76290.0,5,Automatik,1193.0,Benzin,Gorzów Wielkopolski,Lubuskie,2023,1
bmw,BMW X3 xDrive25d,129900.0,159000,Automatik,4395.0,Benzin,Otusz,Wielkopolskie,2016,8
fiat,Fiat Freemont 2.0 Multijet 16V DPF Automatik Allrad Black Code,55800.0,196000,Automatik,1956.0,Diesel,Paczków,Opolskie,2015,9
peugeot,Peugeot 208 e-208 Allure,147900.0,2,Automatik,1199.0,Benzin,Sosnowiec,Śląskie,2023,1
opel,Opel Corsa 1.4 16V Color Edition,13988.0,265000,Schaltwagen,1796.0,Benzin,Oleśnica,Dolnośląskie,2005,19
toyota,Toyota Auris 1.6 Comfort,39900.0,56000,Schaltwagen,2393.0,Diesel,Włocławek,Kujawsko-pomorskie,2018,6
toyota,Toyota Auris,87900.0,40341,Automatik,1798.0,hybrid,Lubin,Dolnośląskie,2018,6
citroen,Citroën C2,9000.0,181000,Automatik,1360.0,Benzin,Włocławek,Kujawsko-pomorskie,2004,20
volvo,Volvo XC 60 D4 Drive-E Summum,125500.0,154844,Automatik,1969.0,Diesel,Warszawa,Mazowieckie,2018,6
volkswagen,Volkswagen Golf,54900.0,199984,Schaltwagen,1968.0,Diesel,Sokołów,Mazowieckie,2017,7
volkswagen,Volkswagen Passat 2.0 TDI BMT Highline DSG,63900.0,144000,Automatik,1968.0,Diesel,Sulechów,Lubuskie,2016,8
toyota,,102900.0,203000,Automatik,1987.0,Benzin,Kraków,Małopolskie,2015,9
volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Track&Style,35900.0,205000,Schaltwagen,1968.0,Diesel,Ostrów Mazowiecka,Mazowieckie,2009,15
mercedes-benz,Mercedes-Benz Klasa C 300 (BlueTEC Hybrid) h 7G-TRONIC,32500.0,97700,Automatik,2996.0,Benzin,Głogoczów,Małopolskie,2016,8
bmw,BMW Seria 4 420i xDrive Sport Line,159650.0,34506,Automatik,1998.0,Benzin,Koszalin,Zachodniopomorskie,2019,5
peugeot,Peugeot RCZ R 270THP,78900.0,185740,Schaltwagen,1560.0,Diesel,Krzęcin,Małopolskie,2014,10
honda,Honda Civic 2.0 T Type-R Limited Edition,249900.0,21000,Schaltwagen,1498.0,Benzin,Warszawa,Mazowieckie,2020,4
volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Sport DSG,49900.0,196323,Automatik,1968.0,Diesel,Łęczyca,Łódzkie,2013,11
ford,Ford Focus,9900.0,325000,Schaltwagen,,Diesel,Lubliniec,Śląskie,2006,18
opel,Opel Crossland 1.2 Edition,81300.0,54722,Schaltwagen,1199.0,Benzin,Libertów,Małopolskie,2020,4
peugeot,Peugeot Expert L1 1.5 BlueHDi 120 S&S,61000.0,135281,Schaltwagen,1560.0,Diesel,Kalisz,Wielkopolskie,2015,9
hyundai,Hyundai Coupe 2.7 V6 Sport,21999.0,200000,Automatik,2656.0,Benzin+LPG,Zawiercie,Śląskie,2004,20
ford,Ford Fiesta 1.0 EcoBoost Titanium ASS,69500.0,28000,Schaltwagen,999.0,Benzin,Krasne,Podkarpackie,2022,2
bmw,BMW Seria 3,109900.0,80000,Automatik,2993.0,Diesel,Warszawa,Mazowieckie,2017,7
renault,Renault Clio,13600.0,204564,Schaltwagen,1997.0,Benzin,Bytom,Śląskie,2007,17
jeep,Jeep Renegade 1.5 T4 mHEV Limited FWD S&S DCT,131500.0,1269,Automatik,1469.0,Benzin,Warszawa,Mazowieckie,2022,2
saab,Saab 9-3,12600.0,256000,Automatik,1910.0,Diesel,Ełk,Warmińsko-mazurskie,2006,18
opel,Opel Mokka,32900.0,24433,Schaltwagen,,Benzin,Tarnów,Małopolskie,2019,5
saab,Saab 9-3 2.0T Cabrio Aero,45999.0,348000,Automatik,1998.0,Benzin+LPG,Warszawa,Mazowieckie,2007,17
mercedes-benz,Mercedes-Benz Klasa E 220 T CDI Automatik Classic,19800.0,104900,Automatik,4966.0,Benzin,Lublin,Lubelskie,2005,19
nissan,Nissan Qashqai 2.0 Acenta,31800.0,196000,Schaltwagen,1598.0,Benzin,Liszki,Małopolskie,2007,17
volkswagen,Volkswagen Golf VII 1.0 TSI BMT Trendline,43900.0,62170,Schaltwagen,1968.0,Diesel,Białystok,Podlaskie,2017,7
hyundai,Hyundai Tucson 1.6 T-GDi Executive 2WD,139000.0,10,Schaltwagen,998.0,Benzin,Poznań,Wielkopolskie,2023,1
volkswagen,Volkswagen Polo 1.4 16V Cross,16500.0,239400,Schaltwagen,1900.0,Diesel,Wierzbice,Dolnośląskie,2007,17
opel,Opel Vectra,8900.0,116562,Automatik,1598.0,Benzin,Nowa Sól,Lubuskie,1998,26
opel,Opel Vivaro,27000.0,149119,Schaltwagen,1389.0,Benzin,Garwolin,Mazowieckie,2004,20
honda,Honda Civic 1.5 T Sport (Navi),53900.0,32000,Schaltwagen,1000.0,Benzin,Dobrzyniewo Duże,Podlaskie,2020,4
volvo,Volvo XC 60 B4 D Inscription,259000.0,4000,Automatik,1969.0,Diesel,Czchów,Małopolskie,2021,3
peugeot,Peugeot 308 SW HDi FAP 110 Platinum,14000.0,221000,Schaltwagen,1560.0,Diesel,Swarzędz,Wielkopolskie,2011,13
volvo,Volvo V50,8900.0,300000,Schaltwagen,1948.0,Benzin,Błażkowa,Podkarpackie,2004,20
citroen,Citroën C2,5500.0,195000,Automatik,1398.0,Diesel,Żyrardów,Mazowieckie,2004,20
fiat,Fiat Seicento,6000.0,174900,Schaltwagen,1368.0,Benzin,Gniezno,Wielkopolskie,2007,17
mercedes-benz,Mercedes-Benz Klasa E,116900.0,131253,Automatik,2987.0,Diesel,Orzelec,Lubuskie,2015,9
volkswagen,Volkswagen Polo,38500.0,132502,Schaltwagen,1395.0,Benzin,Ryki,Lubelskie,2015,9
ford,Ford Transit Connect,109470.0,120000,Schaltwagen,1498.0,Diesel,Stadła,Małopolskie,2017,7
honda,Honda Prelude 2.0 L,7000.0,263978,Schaltwagen,1850.0,Benzin+LPG,Boguszyn,Wielkopolskie,1997,27
seat,Seat Leon 2.0 TDI Full LED Start/Stop,57900.0,150800,Schaltwagen,1968.0,Diesel,Swarzędz,Wielkopolskie,2015,9
bmw,BMW X2,179200.0,5,Automatik,2993.0,Diesel,Warszawa,Mazowieckie,2023,1
volvo,Volvo V40 2.0,3399.0,276000,Schaltwagen,1984.0,Benzin,Nasielsk,Mazowieckie,1999,25
bmw,BMW Seria 3 320d Efficient Dynamics Sport,72900.0,60000,Automatik,2979.0,Benzin,Tłuszcz,Mazowieckie,2018,6
ford,Ford S-Max 2.0 TDCi DPF Trend,31000.0,249000,Schaltwagen,1997.0,Diesel,Gdańsk,Pomorskie,2012,12
nissan,Nissan Juke,25900.0,173000,Schaltwagen,1598.0,Benzin,Ostrów Wielkopolski,Wielkopolskie,2011,13
jaguar,Jaguar XF 2.7 V6 Diesel Luxury,31900.0,224067,Automatik,2720.0,Diesel,Kielce,Świętokrzyskie,2007,17
hyundai,Hyundai I30 1.5 DPI Comfort,87900.0,4743,Schaltwagen,1498.0,Benzin,Włocławek,Kujawsko-pomorskie,2021,3
mercedes-benz,Mercedes-Benz Klasa C 220 d 9G-TRONIC,147000.0,32000,Automatik,1597.0,Diesel,Będzin,Śląskie,2021,3
hyundai,Hyundai I30 1.5 T-GDI 48V Smart,102900.0,38000,Schaltwagen,1598.0,Benzin,Chorzów,Śląskie,2021,3
kia,Kia Ceed 1.0 T-GDI M,52900.0,223400,Schaltwagen,1995.0,Diesel,Łódź,Łódzkie,2017,7
hyundai,Hyundai I30,64900.0,9200,Schaltwagen,1598.0,Benzin,Gdańsk,Pomorskie,2021,3
ford,Ford Focus,12000.0,243603,Schaltwagen,1596.0,Benzin,Jasień,Lubuskie,2011,13
mitsubishi,Mitsubishi Carisma,5900.0,214000,Automatik,3200.0,Diesel,Warszawa,Mazowieckie,2004,20
mercedes-benz,Mercedes-Benz Klasa E 350 Coupe 4Matic 7G-TRONIC,89900.0,133285,Automatik,5461.0,Benzin,Warszawa,Mazowieckie,2011,13
renault,Renault Clio,32000.0,95800,Schaltwagen,898.0,Benzin,Malanów,Wielkopolskie,2016,8
nissan,Nissan X-Trail 2.0 dCi XE,25300.0,265000,Schaltwagen,2184.0,Diesel,Kolbuszowa,Podkarpackie,2006,18
renault,Renault Talisman 1.7 Blue dCi Business,55900.0,174900,Schaltwagen,1598.0,Diesel,Nysa,Opolskie,2016,8
opel,Opel Astra III 1.7 CDTI,20900.0,143000,Schaltwagen,1364.0,Benzin,Tuchola,Kujawsko-pomorskie,2013,11
opel,Opel Mokka,107500.0,37563,Schaltwagen,1490.0,Benzin,Stare Bielice,Zachodniopomorskie,2020,4
kia,Kia Stonic 1.2 M,75900.0,100,Schaltwagen,1197.0,Benzin,Wrocław,Dolnośląskie,2023,1
peugeot,Peugeot 308,24900.0,289633,Schaltwagen,1560.0,Diesel,Ostrów Wielkopolski,Wielkopolskie,2012,12
peugeot,Peugeot 407,5500.0,389000,Schaltwagen,1749.0,Benzin+LPG,Warszawa,Mazowieckie,2006,18
ford,Ford Fiesta 1.5 TDCi SYNC Edition,23500.0,408000,Schaltwagen,1995.0,Diesel,Kartuzy,Pomorskie,2016,8
audi,Audi TT,11900.0,290000,Schaltwagen,1896.0,Diesel,Lubogoszcz,Lubuskie,1999,25
infiniti,Infiniti QX70 3.7 AWD S Premium,135000.0,100600,Automatik,3498.0,Benzin,Tarnów,Małopolskie,2018,6
aston-martin,Aston Martin DB9 Coupe Touchtronic,666666.0,35248,Automatik,4735.0,Benzin,Kalisz,Wielkopolskie,2010,14
renault,Renault Megane 1.3 TCe FAP GT Line,63900.0,74400,Schaltwagen,1149.0,Benzin,Wągrowiec,Wielkopolskie,2018,6
hyundai,Hyundai Tucson 1.6 T-GDi Smart 2WD,130207.0,44733,Schaltwagen,1498.0,Benzin,Toruń,Kujawsko-pomorskie,2021,3
peugeot,Peugeot 3008 BlueHDi 180 Stop & Start EAT8,109900.0,158000,Automatik,1997.0,Diesel,Sosnowiec,Śląskie,2017,7
volkswagen,Volkswagen Touran 1.4 TSI Comfortline,19900.0,218030,Schaltwagen,1390.0,Benzin,Zgierz,Łódzkie,2006,18
bmw,BMW X6 Active Hybrid,85000.0,212000,Automatik,2979.0,Benzin,Chrzypsko Wielkie,Wielkopolskie,2014,10
opel,Opel Insignia 1.6 T Active,60000.0,63000,Automatik,1364.0,Benzin,Piotrków Trybunalski,Łódzkie,2019,5
volvo,Volvo V60 D4 R-Design,74500.0,36000,Automatik,1969.0,Benzin,Grzybowo,Zachodniopomorskie,2019,5
volvo,Volvo V40 D2 Drive-E Momentum,47900.0,123000,Schaltwagen,1969.0,Diesel,Kraków,Małopolskie,2015,9
mitsubishi,Mitsubishi Outlander 2.0 2WD Edition,37900.0,84000,Schaltwagen,1590.0,Benzin,Kutno,Łódzkie,2014,10
peugeot,Peugeot 3008 BlueHDi 180 Stop & Start EAT6 GT,122000.0,158000,Automatik,1997.0,Diesel,Blachownia,Śląskie,2016,8
mercedes-benz,Mercedes-Benz GL 420 CDI,60000.0,128000,Automatik,2143.0,Diesel,Sosnowiec,Śląskie,2006,18
bmw,BMW Seria 2,299900.0,4900,Automatik,1495.0,Diesel,Wrocław,Dolnośląskie,2022,2
opel,Opel Astra IV 1.4 T Cosmo,36800.0,143000,Schaltwagen,1560.0,Diesel,Chełm,Lubelskie,2018,6
hyundai,Hyundai I30,97900.0,1012,Schaltwagen,998.0,Benzin,Poznań,Wielkopolskie,2023,1
nissan,Nissan X-Trail 1.6 DCi Tekna 4WD,88000.0,52000,Schaltwagen,1598.0,Diesel,Warszawa,Mazowieckie,2017,7
volkswagen,Volkswagen Golf VII 1.6 TDI BMT Comfortline,59900.0,249000,Schaltwagen,1968.0,Diesel,Sochaczew,Mazowieckie,2015,9
opel,Opel Grandland X,37900.0,29546,Automatik,1998.0,Benzin,Miękinia,Dolnośląskie,2021,3
mercedes-benz,Mercedes-Benz Klasa A 200 Autotronic SPORT EDITION,23200.0,190000,Automatik,1991.0,Diesel,Majdan Sieniawski,Podkarpackie,2005,19
toyota,Toyota Camry 2.5 Hybrid Comfort CVT,54600.0,29000,Automatik,1497.0,hybrid,Warszawa,Mazowieckie,2018,6
nissan,Nissan Qashqai,58000.0,81100,Schaltwagen,1197.0,Benzin,Elbląg,Warmińsko-mazurskie,2014,10
ford,Ford Mondeo 2.0 TDCi Titanium,65600.0,63000,Schaltwagen,1999.0,Benzin,Dąbrowa Górnicza,Śląskie,2017,7
kia,Kia Rio 1.2 Fifa World Cup Edition,35900.0,33000,Schaltwagen,1685.0,Diesel,Ruda Śląska,Śląskie,2017,7
opel,Opel Insignia 1.5 T GPF Innovation S&S,77700.0,261390,Schaltwagen,1956.0,Diesel,Janiszew,Mazowieckie,2016,8
seat,Seat Ibiza 1.2 TSI Copa,32900.0,188000,Schaltwagen,1598.0,Diesel,Legionowo,Mazowieckie,2012,12
bmw,BMW Seria 3 318d,139500.0,121000,Automatik,1995.0,Diesel,Jawiszowice,Małopolskie,2017,7
isuzu,Isuzu D-Max 1.9 DC LSE,170908.0,86000,Schaltwagen,1898.0,Diesel,Poczesna,Śląskie,2020,4
volvo,Volvo XC 60 D3 Drive-E Summum,89500.0,140000,Automatik,1969.0,Diesel,Rawicz,Wielkopolskie,2016,8
renault,Renault Clio 1.0 TCe Zen,59900.0,76103,Schaltwagen,1332.0,Benzin,Mników,Małopolskie,2020,4
toyota,Toyota C-HR,137900.0,44624,Automatik,1986.0,hybrid,Katowice,Śląskie,2021,3
mercedes-benz,Mercedes-Benz Klasa E 200 T CDI DPF BlueEFFICIENCY Automatik,39000.0,239000,Automatik,2143.0,Diesel,Gołdap,Warmińsko-mazurskie,2011,13
volkswagen,Volkswagen Caddy 1.2 (5-Si.) Trendline,30900.0,202000,Schaltwagen,1968.0,Diesel,Żerków,Wielkopolskie,2017,7
mercedes-benz,Mercedes-Benz CLS 500 7G-TRONIC,135000.0,110600,Automatik,1498.0,Benzin,Stary Dzierzgoń,Pomorskie,2007,17
volkswagen,Volkswagen Touran 1.6 TDI DPF Cup,36900.0,270000,Schaltwagen,1968.0,Diesel,Dąbrówka,Małopolskie,2014,10
porsche,Porsche 911 Carrera 4,189500.0,223000,Schaltwagen,2480.0,Benzin,Masłów Pierwszy,Świętokrzyskie,1997,27
mitsubishi,Mitsubishi Colt,8300.0,300000,Schaltwagen,1968.0,Diesel,Orzesze,Śląskie,2007,17
volvo,Volvo XC 40 B5 B AWD Inscription,149900.0,1,Automatik,1477.0,Benzin,Lublin,Lubelskie,2023,1
opel,Opel Corsa 1.3 CDTI Cosmo,4500.0,190000,Schaltwagen,1598.0,Benzin,Kraków,Małopolskie,2004,20
opel,Opel Astra II 1.6 Elegance,7400.0,216000,Schaltwagen,998.0,Benzin,Wrocław,Dolnośląskie,2004,20
bmw,BMW Seria 5,65000.0,165597,Automatik,1997.0,Benzin,Częstochowa,Śląskie,2014,10
volkswagen,Volkswagen Caddy,10500.0,350600,Schaltwagen,2000.0,Diesel,Piła,Wielkopolskie,2006,18
peugeot,Peugeot 3008,17400.0,264127,Schaltwagen,1560.0,Diesel,Ostrów Wielkopolski,Wielkopolskie,2010,14
peugeot,Peugeot 3008,89800.0,105111,Automatik,1997.0,Diesel,Wągrowiec,Wielkopolskie,2018,6
volvo,Volvo S90 D4 Inscription,115900.0,123000,Automatik,1969.0,Diesel,Białystok,Podlaskie,2015,9
bmw,BMW Seria 5,52000.0,266000,Automatik,2993.0,Diesel,Piaseczno,Mazowieckie,2012,12
peugeot,Peugeot 107 1.0 Happy,13700.0,135000,Schaltwagen,1598.0,Benzin,Legnica,Dolnośląskie,2012,12
opel,Opel Corsa,22000.0,216000,Schaltwagen,1364.0,Benzin,Katowice,Śląskie,2011,13
mazda,Mazda MX-5 2.0 Skyfreedom i-ELOOP,146900.0,1,Schaltwagen,1998.0,Benzin,Tarnowskie Góry,Śląskie,2023,1
opel,Opel Astra V 1.6 T Enjoy S&S,56000.0,152000,Schaltwagen,1956.0,Diesel,Turek,Wielkopolskie,2016,8
toyota,Toyota Corolla,86900.0,8000,Automatik,2478.0,hybrid,Kraków,Małopolskie,2022,2
opel,Opel Zafira Tourer 1.6 CDTI ecoFLEX Start/Stop Edition,34999.0,145635,Schaltwagen,1598.0,Diesel,Osiek nad Notecią,Wielkopolskie,2018,6
hyundai,Hyundai Tucson 1.6 T-GDi Smart 2WD,129900.0,21000,Schaltwagen,1498.0,Benzin,Opole,Opolskie,2022,2
bmw,BMW Seria 5 520d Touring Luxury Line,55000.0,274000,Automatik,1995.0,Diesel,Grodkowice,Małopolskie,2012,12
renault,Renault Espace,16900.0,236300,Automatik,2946.0,Benzin,Kraków,Małopolskie,2007,17
citroen,Citroën Berlingo,110900.0,60500,Schaltwagen,2179.0,Diesel,Kraków,Małopolskie,2020,4
opel,Opel Corsa,100290.0,1,Schaltwagen,1199.0,Benzin,Szczecin,Zachodniopomorskie,2023,1
peugeot,Peugeot 5008 2.0 BlueHDI GT S&S EAT8,99899.0,176000,Automatik,1997.0,Diesel,Rybnik,Śląskie,2019,5
kia,Kia Ceed Cee'd 1.6 CRDi M,28300.0,92037,Schaltwagen,1368.0,Benzin,Kolbuszowa,Podkarpackie,2017,7
hyundai,Hyundai I30,54900.0,183000,Schaltwagen,1582.0,Diesel,Chorzów,Śląskie,2015,9
volkswagen,Volkswagen Golf VI 1.6 TDI Trendline,15500.0,233000,Schaltwagen,1984.0,Benzin,Częstochowa,Śląskie,2010,14
toyota,Toyota Highlander,264850.0,13687,Automatik,2487.0,hybrid,Modlnica,Małopolskie,2021,3
renault,Renault Megane,21899.0,209000,Schaltwagen,1461.0,Diesel,Oleśnica,Dolnośląskie,2010,14
renault,Renault Kadjar,108900.0,1,Automatik,1332.0,Benzin,Warszawa,Mazowieckie,2023,1
kia,Kia Rio 1.0 T-GDI M,41900.0,52825,Schaltwagen,1598.0,Diesel,Tarnów,Małopolskie,2019,5
land-rover,Land Rover Discovery Sport 2.0 P200 mHEV SE,249900.0,15,Automatik,5000.0,Benzin,Długołęka,Dolnośląskie,2022,2
hyundai,Hyundai ix20 1.4 Classic +,34900.0,219000,Schaltwagen,1685.0,Diesel,Kraków,Małopolskie,2012,12
mazda,Mazda MX-5 1.6 16V,15000.0,270000,Schaltwagen,1998.0,Diesel,Piła,Wielkopolskie,1999,25
volkswagen,Volkswagen Scirocco 2.0 TDI DSG,29000.0,332000,Automatik,1968.0,Diesel,Warszawa,Mazowieckie,2009,15
peugeot,Peugeot 3008 1.5 BlueHDi Allure S&S,82900.0,92875,Schaltwagen,1560.0,Diesel,Płock,Mazowieckie,2017,7
saab,Saab 9-3,69999.0,235000,Automatik,1910.0,Diesel,Tarnowskie Góry,Śląskie,2008,16
bmw,BMW Seria 5 530d Touring,42900.0,175000,Automatik,4799.0,Benzin,Kwidzyn,Pomorskie,2010,14
peugeot,Peugeot 308,30900.0,100000,Automatik,1997.0,Diesel,Ostrów Wielkopolski,Wielkopolskie,2018,6
opel,Opel Insignia,96990.0,70000,Automatik,,Benzin,Białystok,Podlaskie,2019,5
ford,Ford Kuga,48900.0,212000,Schaltwagen,1997.0,Diesel,Gniezno,Wielkopolskie,2015,9
peugeot,Peugeot 4007 2.2HDi Premium,32900.0,93500,Schaltwagen,1598.0,Benzin+LPG,Tuszyn,Łódzkie,2014,10
mercedes-benz,Mercedes-Benz Klasa A,177800.0,1,Automatik,1461.0,Diesel,Chorzów,Śląskie,2022,2
volkswagen,Volkswagen Passat 1.5 TSI EVO Highline DSG,80799.0,96240,Automatik,1968.0,Diesel,Warszawa,Mazowieckie,2019,5
bmw,BMW Seria 7 750i xDrive sport,339500.0,86511,Automatik,1995.0,Diesel,Kalisz,Wielkopolskie,2021,3
